species_name,taxonomic_name,family,class,thermal_guild,range,frequency,abundance,max_length,trophic_level,trophic_group,trophic_group_2,water_column,diel_activity,habitat,min_depth,max_depth,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf,phylum,order,genus,species_epithet,phylogenetic_diversity_index,trophic_level_se,vulnerability,reproductive_mode,fertilization,spawning_frequency,batch_spawner,reproductive_guild,life_cycle,trophic_breadth,diet,diet_level,time,macrophyte,complexity
Aphareus furca,Aphareus furca,Lutjanidae,Actinopterygii,NA,NA,NA,NA,NA,4.1,higher carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Aphareus,furca,0.75,0.73,36,dioecism,exterl,NA,NA,nonguarders,NA,3.093023256,Carnivore,4,Day,low,low
Aphareus rutilans,Aphareus rutilans,Lutjanidae,Actinopterygii,tropical,10,100,2,70,4.1,Higher carnivore,Higher carnivore,Demersal,Day,rock,NA,NA,21.7702,20.9657,31.207,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelasterias japonica,Aphelasterias japonica,Asteriidae,Asteroidea,temperate,176,80,5,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,10.8355,13.338,26.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelasterias japonica,Aphelasterias japonica,Asteriidae,Asteroidea,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echinodermata,Forcipulatida,Aphelasterias,japonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris gigas,Aphelodoris gigas,Dorididae,Gastropoda,tropical,10,100,1,12,NA,Benthic invertivore,Benthic invertivore,benthic,NA,coral,NA,NA,26.862,26.889,30.903,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris gigas,Aphelodoris gigas,Dorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Aphelodoris,gigas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris greeni,Aphelodoris greeni,Dorididae,Gastropoda,temperate,22,17,1,6,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,14.139,14.3767,18.37465,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris greeni,Aphelodoris greeni,Dorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Aphelodoris,greeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris luctuosa,Aphelodoris luctuosa,Dorididae,Gastropoda,temperate,117,19,1,7.5,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,17.7647,17.68925,21.5767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris luctuosa,Aphelodoris luctuosa,Dorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Aphelodoris,luctuosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris spp.,Aphelodoris spp.,Dorididae,Gastropoda,temperate,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,16.5555,17.24735,21.5177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris spp.,Aphelodoris spp.,Dorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Aphelodoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris varia,Aphelodoris varia,Dorididae,Gastropoda,temperate,275,17,3,7.6,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,0,30,19.640725,19.9155,24.56,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris varia,Aphelodoris varia,Dorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Aphelodoris,varia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelodoris varia [? PAC102],Aphelodoris varia,Dorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Aphelodoris,varia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apletodon sp. [dentatus],Apletodon spp.,Gobiesocidae,Actinopterygii,temperate,761,23,1,4,2.45,Benthic invertivore,Benthic invertivore,benthic,Day,sand,NA,NA,8.143,7.2615,14.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apletodon sp. [dentatus],Apletodon spp.,Gobiesocidae,Actinopterygii,NA,NA,NA,NA,NA,2.45,benthic carnivore,NA,benthic,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Gobiesociformes,Apletodon,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,1,benth. crustaceans,2,Day,low,low
Aploactisoma milesii,Aploactisoma milesii,Aploactinidae,Actinopterygii,temperate,414,5,1,23,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,rock,1,30,18.244,17.312,23.062,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aploactisoma milesii,Aploactisoma milesii,Aploactinidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Scorpaeniformes,Aploactisoma,milesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Carnivore,5,Day,macroalgae,medium
Aplodactylus arctidens,Aplodactylus arctidens,Aplodactylidae,Actinopterygii,temperate,1251,20,2,65,2,Browsing herbivore,Herbivore,Demersal,Day,rock,1,40,15.962,16.3295,21.512,3,10.0460264,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplodactylus arctidens,Aplodactylus arctidens,Aplodactylidae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Aplodactylus,arctidens,0.5312,0,47,NA,NA,NA,NA,NA,NA,1,benthic algae,1,Day,macroalgae,medium
Aplodactylus etheridgii,Aplodactylus etheridgii,Aplodactylidae,Actinopterygii,temperate,901,28,2,45,2,Browsing herbivore,Herbivore,Demersal,Day,rock,NA,NA,20.9223,21.115725,24.92,3,12.0693871,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplodactylus etheridgii,Aplodactylus etheridgii,Aplodactylidae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Aplodactylus,etheridgii,0.5312,0,23,NA,NA,NA,NA,NA,NA,1,benthic algae,1,Day,macroalgae,medium
Aplodactylus lophodon,Aplodactylus lophodon,Aplodactylidae,Actinopterygii,temperate,227,66,6,45,2,Browsing herbivore,Herbivore,Demersal,Day,rock,0,10,18.6945,18.6715,23.239,3,24.2863178,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplodactylus lophodon,Aplodactylus lophodon,Aplodactylidae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Aplodactylus,lophodon,0.5312,NA,NA,NA,NA,NA,NA,NA,NA,1,benthic algae,1,Day,macroalgae,medium
Aplodactylus westralis,Aplodactylus westralis,Aplodactylidae,Actinopterygii,temperate,259,22,1,63,2,Browsing herbivore,Herbivore,Demersal,Day,rock,1,20,19.4714,19.7295,23.261,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplodactylus westralis,Aplodactylus westralis,Aplodactylidae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Aplodactylus,westralis,0.5312,0,32,NA,NA,NA,NA,NA,NA,1,benthic algae,1,Day,macroalgae,medium
Aplysia californica,Aplysia californica,Aplysiidae,Gastropoda,temperate,283,32,3,75,NA,Scraping herbivore,Herbivore,benthic,NA,rock,NA,NA,15.872,16.443,19.586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia californica,Aplysia californica,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,californica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia dactylomela,Aplysia dactylomela,Aplysiidae,Gastropoda,temperate,8562,2,2,25,NA,Scraping herbivore,Herbivore,benthic,NA,rock,0,15,20.73935,20.24335,25.138,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia dactylomela,Aplysia dactylomela,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,dactylomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia depilans,Aplysia depilans,Aplysiidae,Gastropoda,temperate,93,4,2,30,NA,Scraping herbivore,Herbivore,benthic,NA,rock,NA,NA,21.4055,21.5802,24.149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia depilans,Aplysia depilans,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,depilans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia extraordinaria,Aplysia extraordinaria,Aplysiidae,Gastropoda,temperate,1713,13,2,20,NA,Scraping herbivore,Herbivore,benthic,NA,rock,NA,NA,20.274,20.34,23.289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia extraordinaria,Aplysia extraordinaria,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,extraordinaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia fasciata,Aplysia fasciata,Aplysiidae,Gastropoda,temperate,854,17,5,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,21.476,21.572,24.123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia gigantea,Aplysia gigantea,Aplysiidae,Gastropoda,temperate,1123,2,1,60,NA,Scraping herbivore,Herbivore,benthic,NA,rock,0,20,18.8199,18.1495,23.1574,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia gigantea,Aplysia gigantea,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,gigantea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia juliana,Aplysia juliana,Aplysiidae,Gastropoda,temperate,321,10,1,8,NA,Scraping herbivore,Herbivore,benthic,NA,rock,NA,NA,21.1455,20.545,24.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia juliana,Aplysia juliana,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,juliana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia kurodai,Aplysia kurodai,Aplysiidae,Gastropoda,temperate,10,100,1,NA,NA,Scraping herbivore,Herbivore,benthic,NA,rock,NA,NA,20.933,21.514,27.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia kurodai,Aplysia kurodai,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,kurodai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia parvula,Aplysia parvula,Aplysiidae,Gastropoda,temperate,7307,1,3,10,NA,Scraping herbivore,Herbivore,benthic,NA,rock,0,20,20.6495,20.936,31.377,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia parvula,Aplysia parvula,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,parvula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia spp.,Aplysia spp.,Aplysiidae,Gastropoda,temperate,NA,NA,NA,NA,NA,Scraping herbivore,Herbivore,benthic,NA,rock,NA,NA,20.7437,21.4167,27.3674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia spp.,Aplysia spp.,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia sydneyensis,Aplysia sydneyensis,Aplysiidae,Gastropoda,temperate,23,9,1,15,NA,Scraping herbivore,Herbivore,benthic,NA,rock,0,20,20.7568,20.365,24.56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplysia sydneyensis,Aplysia sydneyensis,Aplysiidae,Gastropoda,NA,NA,NA,NA,NA,NA,herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Anaspidea,Aplysia,sydneyensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon angustatus,Apogon angustatus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,angustatus,0.5,0.32,11,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon apogonides,Apogon apogonides,Apogonidae,Actinopterygii,tropical,2243,1,35,10.15238095,3.490581286,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,Coral,NA,NA,28.1315,27.667225,30.46675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon apogonoides,Apogon apogonoides,Apogonidae,Actinopterygii,tropical,6636,2,34,10,3.5,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,3,60,28.54475,27.9905,30.129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon apogonoides,Apogon apogonoides,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,apogonoides,0.5,0.5,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon atradorsatus,Apogon atradorsatus,Apogonidae,Actinopterygii,tropical,456,68,932,8.9,3.5,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,3,46,25.3845,25.0995,29.75,3,8.6681121,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon atradorsatus,Apogon atradorsatus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,atradorsatus,0.5,0.5,11,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon atricaudus,Apogon atricaudus,Apogonidae,Actinopterygii,tropical,10,25,6,8,3.5,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,9,30,28.041,28.278,29.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon atricaudus,Apogon atricaudus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,atricaudus,0.5,0.46,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon aureus,Apogon myops,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,2.91369863,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,myops,0.501388889,0.42369863,NA,NA,NA,NA,NA,NA,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon binotatus,Apogon binotatus,Apogonidae,Actinopterygii,tropical,216,20,3,13,3.4,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,1,60,27.632,27.204,30.636,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon binotatus,Apogon binotatus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,binotatus,0.5,0.45,14,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon capricornis,Apogon capricornis,Apogonidae,Actinopterygii,tropical,2185,1,14,5.8,3.4,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,2,15,24.356325,24.22825,29.9584,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon capricornis,Apogon capricornis,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,capricornis,0.5,0.5,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon cathetogramma,Apogon cathetogramma,Apogonidae,Actinopterygii,temperate,NA,NA,NA,12,3.6,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,rock,NA,NA,22.3619,23.235725,31.0208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon cathetogramma,Apogon cathetogramma,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,pelagic site attached,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,cathetogramma,0.5,0.5,13,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon cavitensis,Apogon cavitensis,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,cavitensis,0.5,0.5,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon chrysotaenia,Apogon chrysotaenia,Apogonidae,Actinopterygii,tropical,1155,2,2,12,3.6,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,0,18,29.5815,29.1024,30.51705,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon chrysotaenia,Apogon chrysotaenia,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,chrysotaenia,0.5,0.5,12,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon compressus,Apogon compressus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,compressus,0.5,0.5,12,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon cookii,Apogon cookii,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,cookii,0.5,0.6,10,dioecism,exterl,NA,NA,bearers,NA,2,benth. crustaceans,2,Night,low,medium
Apogon cyanosoma,Apogon cyanosoma,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,cyanosoma,0.5,0.5,10,dioecism,exterl,NA,NA,bearers,NA,2,benth. crustaceans,2,Night,low,medium
Apogon dispar,Apogon dispar,Apogonidae,Actinopterygii,tropical,498,18,42,5,3.4,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,18,58,29.391,29.201,30.536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon dispar,Apogon dispar,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,dispar,0.5,0.5,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon doederleini,Apogon doederleini,Apogonidae,Actinopterygii,tropical,2787,11,30,14,3.6,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,6,9,23.679,23.2935,31.144,3,16.2173003,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon doederleini,Apogon doederleini,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,doederleini,0.5,0.56,13,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon doryssa,Apogon doryssa,Apogonidae,Actinopterygii,tropical,NA,NA,NA,8,NA,Planktivore,Planktivore,benthic,Night,coral,NA,NA,27.41985,26.6676,30.483,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon dovii,Apogon dovii,Apogonidae,Actinopterygii,tropical,386,42,16,7.5,3.4,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,NA,NA,28.580175,27.870325,30.292,3,7.7151859,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon dovii,Apogon dovii,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,dovii,0.5,0.45,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon exostigma,Apogon exostigma,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.7,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,exostigma,0.5,0.6,12,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon fasciatus,Apogon fasciatus,Apogonidae,Actinopterygii,temperate,65,8,7,10.3,3.6,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,rock,2,128,20.3706,20.3524,24.2958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon fasciatus,Apogon fasciatus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,pelagic site attached,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,fasciatus,0.5625,0.6,10,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
Apogon flavus,Apogon flavus,Apogonidae,Actinopterygii,temperate,571,8,41,9.6,3.6,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,10,25,21.681,21.996,24.92,2,5.299578,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon flavus,Apogon flavus,Apogonidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Apogon,flavus,0.5,0.5,11,dioecism,exterl,NA,NA,bearers,NA,2.615384615,benth. crustaceans,2,Night,low,medium
