species_name,taxonomic_name,phylum,class,order,family,genus,species_epithet,phylogenetic_diversity_index,trophic_level,trophic_level_se,vulnerability,reproductive_mode,fertilization,reproductive_guild,trophic_breadth,diet,trophic_group,diet_level,time,water_column,habitat,macrophyte,complexity
Apogon neotes,Apogon neotes,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,neotes,0.5,3.2,0.4,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon nigrofasciatus,Apogon nigrofasciatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,nigrofasciatus,0.5,3.6,0.5,10,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Apogon norfolcensis,Apogon norfolcensis,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,norfolcensis,0.5,3.5,0.5,14,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon notatus,Apogon notatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,notatus,0.5,3.5,0.5,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Apogon pacificus,Apogon pacificus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,pacificus,0.5,3.4,0.45,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon pallidofasciatus,Apogon pallidofasciatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,pallidofasciatus,0.5,3.5,0.5,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon properuptus,Apogon properuptus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,properuptus,0.5,3.5,0.5,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon retrosella,Apogon retrosella,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,retrosella,0.5,3.5,0.44,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon rueppellii,Apogon rueppellii,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,rueppellii,0.5,3.5,0.5,12,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Apogon schlegeli,Apogon schlegeli,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,schlegeli,0.5,3.5,0.5,10,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Apogon sp. [cyanosoma],Apogon spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,,0.501388889,,,,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon sp. [izu],Apogon spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,,0.501388889,3.5,,,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Apogon sp. [very small 2],Apogon spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,,0.501388889,,,,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon sp. [very small],Apogon spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,,0.501388889,,,,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon spp.,Apogon spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,,0.501388889,,,,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon taeniophorus,Apogon taeniophorus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,taeniophorus,0.5,3.5,0.5,11,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon townsendi,Apogon townsendi,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,townsendi,0.5,3.4,0.5,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon trimaculatus,Apogon trimaculatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,trimaculatus,0.5,3.5,0.5,15,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon urostigma,Apogon urostigma,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,urostigma,0.5,3.7,0.5,16,,,,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogon victoriae,Apogon victoriae,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,victoriae,0.5,3.5,0.5,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Apogon wassinki,Apogon wassinki,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,wassinki,0.5,3.4,0.5,10,dioecism,exterl,bearers,2.615384615,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Apogonid spp.,Apogonid spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,,,,3.5,,,,,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Archamia biguttata,Archamia biguttata,Chordata,Actinopterygii,Perciformes,Apogonidae,Archamia,biguttata,0.5001,3.6,0.5,11,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Archamia fucata,Archamia fucata,Chordata,Actinopterygii,Perciformes,Apogonidae,Archamia,fucata,0.5001,3.5,0.5,10,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Archamia leai,Archamia leai,Chordata,Actinopterygii,Perciformes,Apogonidae,Archamia,leai,0.5001,3.5,0.53,10,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Archamia zosterophora,Archamia zosterophora,Chordata,Actinopterygii,Perciformes,Apogonidae,Archamia,zosterophora,0.5001,3.7,0.6,10,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus arabicus,Cheilodipterus arabicus,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,arabicus,0.5,3.5,0.5,21,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus artus,Cheilodipterus artus,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,artus,0.5,4.1,0.72,22,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus intermedius,Cheilodipterus intermedius,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,intermedius,0.5,4.1,0.7,23,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus isostigmus,Cheilodipterus isostigmus,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,isostigmus,0.5,4.2,0.73,11,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus macrodon,Cheilodipterus macrodon,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,macrodon,0.5,4,0.66,23,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus nigrotaeniatus,Cheilodipterus nigrotaeniatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,nigrotaeniatus,0.5,3.7,0.6,10,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus quinquelineatus,Cheilodipterus quinquelineatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,quinquelineatus,0.5,3.8,0.6,12,dioecism,exterl,bearers,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus sp. [octolineatus],Cheilodipterus spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,,0.5,,,,,,,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Cheilodipterus spp.,Cheilodipterus spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,,0.5,,,,,,,3,Carnivore,planktivore,4,Night,pelagic site attached,coral,low,medium
Ostorhinchus aureus,Ostorhinchus aureus,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,aureus,,,,,,,,2,shrimps/prawns,benthic carnivore,1,Night,pelagic site attached,coral,low,medium
Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,nigrofasciatus,,,,,,,,2,shrimps/prawns,benthic carnivore,1,Night,pelagic site attached,coral,low,medium
Ostorhinchus properuptus,Ostorhinchus properuptus,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,properuptus,,,,,,,,2,shrimps/prawns,benthic carnivore,1,Night,pelagic site attached,coral,low,medium
Pristiapogon kallopterus,Pristiapogon kallopterus,Chordata,Actinopterygii,Perciformes,Apogonidae,Pristiapogon,kallopterus,,,,,,,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Rhabdamia cypselurus,Rhabdamia cypselurus,Chordata,Actinopterygii,Perciformes,Apogonidae,Rhabdamia,cypselurus,0.5078,,,,,,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Rhabdamia gracilis,Rhabdamia gracilis,Chordata,Actinopterygii,Perciformes,Apogonidae,Rhabdamia,gracilis,0.5078,3.3,0.26,10,dioecism,exterl,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Siphamia cephalotes,Siphamia cephalotes,Chordata,Actinopterygii,Perciformes,Apogonidae,Siphamia,cephalotes,0.5,3.4,0.5,10,dioecism,exterl,bearers,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,sand,seagrass,medium
Siphamia roseigaster,Siphamia roseigaster,Chordata,Actinopterygii,Perciformes,Apogonidae,Siphamia,roseigaster,0.5,3.4,0.5,10,dioecism,exterl,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Vincentia conspersa,Vincentia conspersa,Chordata,Actinopterygii,Perciformes,Apogonidae,Vincentia,conspersa,0.5312,3.6,0.5,13,dioecism,exterl,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Vincentia novaehollandiae,Vincentia novaehollandiae,Chordata,Actinopterygii,Perciformes,Apogonidae,Vincentia,novaehollandiae,0.5312,3.5,0.5,10,dioecism,exterl,bearers,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,rock,low,medium
Zoramia leptacantha,Zoramia leptacantha,Chordata,Actinopterygii,Perciformes,Apogonidae,Zoramia,leptacantha,0.5156,3.5,0.5,10,dioecism,exterl,bearers,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Zoramia viridiventer,Zoramia viridiventer,Chordata,Actinopterygii,Perciformes,Apogonidae,Zoramia,viridiventer,0.5156,3.3,0.5,10,,,,2.588235294,benth. crustaceans,benthic carnivore,2,Night,pelagic site attached,coral,low,medium
Arripis georgianus,Arripis georgianus,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,georgianus,0.625,4.3,0.76,21,dioecism,,,3.5,Carnivore,higher carnivore,4,Day,pelagic non-site attached,sand,low,low
Arripis spp.,Arripis spp.,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,,0.625,4.1,,,,,,3.5,Carnivore,higher carnivore,4,Day,pelagic non-site attached,sand,low,low
Arripis trutta,Arripis trutta,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,trutta,0.625,4.1,0.7,41,dioecism,,,4,Carnivore,higher carnivore,4,Day,pelagic non-site attached,sand,low,low
Arripis truttaceus,Arripis truttaceus,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,truttaceus,0.625,4.1,,,,,,3.5,Carnivore,higher carnivore,4,Day,pelagic non-site attached,sand,low,low
Atherina hepsetus,Atherina hepsetus,Chordata,Actinopterygii,Perciformes,Atherinidae,Atherina,hepsetus,0.5312,3.2,0.33,31,,,,5,Omnivore,herbivore,4,Day,pelagic non-site attached,sand,low,low
Aspidontus dussumieri,Aspidontus dussumieri,Chordata,Actinopterygii,Perciformes,Blenniidae,Aspidontus,dussumieri,0.625,2,0,23,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Aspidontus taeniatus,Aspidontus taeniatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Aspidontus,taeniatus,0.625,3.8,0.51,23,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Atrosalarias fuscus,Atrosalarias fuscus,Chordata,Actinopterygii,Perciformes,Blenniidae,Atrosalarias,fuscus,,3,,,,,,2,Detritus,herbivore,1,Day,benthic,coral,low,medium
Blenniella chrysospilos,Blenniella chrysospilos,Chordata,Actinopterygii,Perciformes,Blenniidae,Blenniella,chrysospilos,0.502,2.5,0.19,29,dioecism,exterl,guarders,1.5,Plants+Detritus,herbivore,3,Day,benthic,coral,low,medium
Blenniella gibbifrons,Blenniella gibbifrons,Chordata,Actinopterygii,Perciformes,Blenniidae,Blenniella,gibbifrons,0.502,2.3,0.2,28,dioecism,exterl,guarders,1.5,Plants+Detritus,herbivore,3,Day,benthic,coral,low,medium
Blenniid sp. [mottled brown],Blenniid spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,,,,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Blenniid sp. [Yellow head black body],Blenniid spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,,,,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Blenniid spp.,Blenniid spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,,,,3,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes alboapicalis,Cirripectes alboapicalis,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,alboapicalis,0.5,2,0,28,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes alleni,Cirripectes alleni,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,alleni,0.5,2,0,13,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes auritus,Cirripectes auritus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,auritus,0.5,2,0,19,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes castaneus,Cirripectes castaneus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,castaneus,0.5,2,0,24,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes chelomatus,Cirripectes chelomatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,chelomatus,0.5,2,0,23,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes filamentosus,Cirripectes filamentosus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,filamentosus,0.5,2,0,19,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes fuscoguttatus,Cirripectes fuscoguttatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,fuscoguttatus,0.5,2,0,26,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes hutchinsi,Cirripectes hutchinsi,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,hutchinsi,0.5,2,0,26,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,rock,low,medium
Cirripectes polyzona,Cirripectes polyzona,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,polyzona,0.5,2.8,0.38,24,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes sp. [springeri],Cirripectes spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes spp.,Cirripectes spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,,0.5,2,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes springeri,Cirripectes springeri,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,springeri,0.5,2,0,21,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes stigmaticus,Cirripectes stigmaticus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,stigmaticus,0.5,2,0,24,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes vanderbilti,Cirripectes vanderbilti,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,vanderbilti,0.5,2,0,25,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Cirripectes variolosus,Cirripectes variolosus,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,variolosus,0.5,2,0,21,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Crossosalarias macrospilus,Crossosalarias macrospilus,Chordata,Actinopterygii,Perciformes,Blenniidae,Crossosalarias,macrospilus,1,2,0,21,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius aequalis,Ecsenius aequalis,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,aequalis,0.5,2,0,10,dioecism,interl (oviduct),guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius alleni,Ecsenius alleni,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,alleni,0.5,2,0,10,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius bandanus,Ecsenius bandanus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,bandanus,0.5,2,0,10,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius bicolor,Ecsenius bicolor,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,bicolor,0.5,2,0,23,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius dentex,Ecsenius dentex,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,dentex,0.5,2,0,12,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius fijiensis,Ecsenius fijiensis,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,fijiensis,0.5,2,0,10,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius fourmanoiri,Ecsenius fourmanoiri,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,fourmanoiri,0.5,2,0,12,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius lineatus,Ecsenius lineatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,lineatus,0.5,2,0,19,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius midas,Ecsenius midas,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,midas,0.5,2.6,0.29,24,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius minutus,Ecsenius minutus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,minutus,0.5,2,0,10,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius nalolo,Ecsenius nalolo,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,nalolo,0.5,2,0,13,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius namiyei,Ecsenius namiyei,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,namiyei,0.5,2,0,23,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius oculatus,Ecsenius oculatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,oculatus,0.5,2,0,12,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius pictus,Ecsenius pictus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,pictus,0.5,2,0,11,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius polystictus,Ecsenius polystictus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,polystictus,0.5,2,0,10,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius prooculis,Ecsenius prooculis,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,prooculis,0.5,2,0,10,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius sp. [bathi],Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius sp. [bicolor],Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius sp. [lividanalis],Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius sp. [ops],Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius sp. [stictus],Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius sp. [taeniatus],Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius spp.,Ecsenius spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,,0.5,,,,,,,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius stictus,Ecsenius stictus,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,stictus,0.5,2,0,12,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
Ecsenius tigris,Ecsenius tigris,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,tigris,0.5,2,0,11,dioecism,exterl,guarders,2.888888889,Omnivore,herbivore,4,Day,benthic,coral,low,medium
